dcterms:identifier,osgeo:termID,rdf:type,rdf:type,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:example @en,osgeo:example @en,osgeo:hasSource,osgeo:hasSource,osgeo:clause,osgeo:hasInfo,osgeo:hasReview,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
413,osgeo-concept:c413,skos:Concept,owl:NamedIndividual,Univ DWG,,Univ DWG,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info413,osgeo-review:Review413,ldapi413-json,https://osgeo.geolexica.org/api/ldapi/413.json,ldapi413-jsonld,https://osgeo.geolexica.org/api/ldapi/413.jsonld,ldapi413-rdfxml,https://osgeo.geolexica.org/api/ldapi/413.rdf,ldapi413-skosrdf,https://osgeo.geolexica.org/api/ldapi/413.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,413
414,osgeo-concept:c414,skos:Concept,owl:NamedIndividual,"Universal Description, Discovery, and Integration",UDDI,"Universal Description, Discovery, and Integration",,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info414,osgeo-review:Review414,ldapi414-json,https://osgeo.geolexica.org/api/ldapi/414.json,ldapi414-jsonld,https://osgeo.geolexica.org/api/ldapi/414.jsonld,ldapi414-rdfxml,https://osgeo.geolexica.org/api/ldapi/414.rdf,ldapi414-skosrdf,https://osgeo.geolexica.org/api/ldapi/414.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,414
415,osgeo-concept:c415,skos:Concept,owl:NamedIndividual,Universally Unique Identifier,UUID,Universally Unique Identifier,,128-bit number used to identify information in computer systems,Note to entry:  also referred to as a globally unique identifier,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info415,osgeo-review:Review415,ldapi415-json,https://osgeo.geolexica.org/api/ldapi/415.json,ldapi415-jsonld,https://osgeo.geolexica.org/api/ldapi/415.jsonld,ldapi415-rdfxml,https://osgeo.geolexica.org/api/ldapi/415.rdf,ldapi415-skosrdf,https://osgeo.geolexica.org/api/ldapi/415.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,415
416,osgeo-concept:c416,skos:Concept,owl:NamedIndividual,University Corporation for Atmospheric Research,UCAR,University Corporation for Atmospheric Research,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info416,osgeo-review:Review416,ldapi416-json,https://osgeo.geolexica.org/api/ldapi/416.json,ldapi416-jsonld,https://osgeo.geolexica.org/api/ldapi/416.jsonld,ldapi416-rdfxml,https://osgeo.geolexica.org/api/ldapi/416.rdf,ldapi416-skosrdf,https://osgeo.geolexica.org/api/ldapi/416.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,416
417,osgeo-concept:c417,skos:Concept,owl:NamedIndividual,Unmanned Aerial Vehicle,UAV,Unmanned Aerial Vehicle,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info417,osgeo-review:Review417,ldapi417-json,https://osgeo.geolexica.org/api/ldapi/417.json,ldapi417-jsonld,https://osgeo.geolexica.org/api/ldapi/417.jsonld,ldapi417-rdfxml,https://osgeo.geolexica.org/api/ldapi/417.rdf,ldapi417-skosrdf,https://osgeo.geolexica.org/api/ldapi/417.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,417
418,osgeo-concept:c418,skos:Concept,owl:NamedIndividual,Vector,,Vector,,"features described by geometries (points, lines, polygons) on a (typically) cartesian plane",,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info418,osgeo-review:Review418,ldapi418-json,https://osgeo.geolexica.org/api/ldapi/418.json,ldapi418-jsonld,https://osgeo.geolexica.org/api/ldapi/418.jsonld,ldapi418-rdfxml,https://osgeo.geolexica.org/api/ldapi/418.rdf,ldapi418-skosrdf,https://osgeo.geolexica.org/api/ldapi/418.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,418
419,osgeo-concept:c419,skos:Concept,owl:NamedIndividual,Vector Layer,,Vector Layer,,collection of vector feature types stored as mathematical paths,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info419,osgeo-review:Review419,ldapi419-json,https://osgeo.geolexica.org/api/ldapi/419.json,ldapi419-jsonld,https://osgeo.geolexica.org/api/ldapi/419.jsonld,ldapi419-rdfxml,https://osgeo.geolexica.org/api/ldapi/419.rdf,ldapi419-skosrdf,https://osgeo.geolexica.org/api/ldapi/419.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,419
420,osgeo-concept:c420,skos:Concept,owl:NamedIndividual,Vector Product Format,VPF,Vector Product Format,,Definition not provided in this language.,,,,,,,,,osgeo-info:Info420,osgeo-review:Review420,ldapi420-json,https://osgeo.geolexica.org/api/ldapi/420.json,ldapi420-jsonld,https://osgeo.geolexica.org/api/ldapi/420.jsonld,ldapi420-rdfxml,https://osgeo.geolexica.org/api/ldapi/420.rdf,ldapi420-skosrdf,https://osgeo.geolexica.org/api/ldapi/420.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,420
421,osgeo-concept:c421,skos:Concept,owl:NamedIndividual,Virtual Reality,VR,Virtual Reality,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info421,osgeo-review:Review421,ldapi421-json,https://osgeo.geolexica.org/api/ldapi/421.json,ldapi421-jsonld,https://osgeo.geolexica.org/api/ldapi/421.jsonld,ldapi421-rdfxml,https://osgeo.geolexica.org/api/ldapi/421.rdf,ldapi421-skosrdf,https://osgeo.geolexica.org/api/ldapi/421.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,421
422,osgeo-concept:c422,skos:Concept,owl:NamedIndividual,Volunteered Geographic Information,VGI,Volunteered Geographic Information,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info422,osgeo-review:Review422,ldapi422-json,https://osgeo.geolexica.org/api/ldapi/422.json,ldapi422-jsonld,https://osgeo.geolexica.org/api/ldapi/422.jsonld,ldapi422-rdfxml,https://osgeo.geolexica.org/api/ldapi/422.rdf,ldapi422-skosrdf,https://osgeo.geolexica.org/api/ldapi/422.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,422
423,osgeo-concept:c423,skos:Concept,owl:NamedIndividual,"Wales Institute of Social & Economic Research, Data & Methods",WISERD,"Wales Institute of Social & Economic Research, Data & Methods",,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info423,osgeo-review:Review423,ldapi423-json,https://osgeo.geolexica.org/api/ldapi/423.json,ldapi423-jsonld,https://osgeo.geolexica.org/api/ldapi/423.jsonld,ldapi423-rdfxml,https://osgeo.geolexica.org/api/ldapi/423.rdf,ldapi423-skosrdf,https://osgeo.geolexica.org/api/ldapi/423.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,423
424,osgeo-concept:c424,skos:Concept,owl:NamedIndividual,Water Observation Information System,WOIS,Water Observation Information System,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info424,osgeo-review:Review424,ldapi424-json,https://osgeo.geolexica.org/api/ldapi/424.json,ldapi424-jsonld,https://osgeo.geolexica.org/api/ldapi/424.jsonld,ldapi424-rdfxml,https://osgeo.geolexica.org/api/ldapi/424.rdf,ldapi424-skosrdf,https://osgeo.geolexica.org/api/ldapi/424.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,424
425,osgeo-concept:c425,skos:Concept,owl:NamedIndividual,WaterML 2.0,,WaterML 2.0,,"information model for the representation of water observations data, with the intent of allowing the exchange of such data sets across information systems",,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info425,osgeo-review:Review425,ldapi425-json,https://osgeo.geolexica.org/api/ldapi/425.json,ldapi425-jsonld,https://osgeo.geolexica.org/api/ldapi/425.jsonld,ldapi425-rdfxml,https://osgeo.geolexica.org/api/ldapi/425.rdf,ldapi425-skosrdf,https://osgeo.geolexica.org/api/ldapi/425.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,425
426,osgeo-concept:c426,skos:Concept,owl:NamedIndividual,Web Coverage Service,WCS,Web Coverage Service,,interface for reading and writing geospatial data as “coverages” (objects or images) across the web,Note to entry:  The Web Coverage Service provides an interface allowing requests for geographical coverages across the web using platform-independent calls.,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info426,osgeo-review:Review426,ldapi426-json,https://osgeo.geolexica.org/api/ldapi/426.json,ldapi426-jsonld,https://osgeo.geolexica.org/api/ldapi/426.jsonld,ldapi426-rdfxml,https://osgeo.geolexica.org/api/ldapi/426.rdf,ldapi426-skosrdf,https://osgeo.geolexica.org/api/ldapi/426.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,426
427,osgeo-concept:c427,skos:Concept,owl:NamedIndividual,Web Mapping Testbed,WMT,Web Mapping Testbed,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info427,osgeo-review:Review427,ldapi427-json,https://osgeo.geolexica.org/api/ldapi/427.json,ldapi427-jsonld,https://osgeo.geolexica.org/api/ldapi/427.jsonld,ldapi427-rdfxml,https://osgeo.geolexica.org/api/ldapi/427.rdf,ldapi427-skosrdf,https://osgeo.geolexica.org/api/ldapi/427.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,427
428,osgeo-concept:c428,skos:Concept,owl:NamedIndividual,Web Processing Service,WPS,Web Processing Service,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info428,osgeo-review:Review428,ldapi428-json,https://osgeo.geolexica.org/api/ldapi/428.json,ldapi428-jsonld,https://osgeo.geolexica.org/api/ldapi/428.jsonld,ldapi428-rdfxml,https://osgeo.geolexica.org/api/ldapi/428.rdf,ldapi428-skosrdf,https://osgeo.geolexica.org/api/ldapi/428.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,428
429,osgeo-concept:c429,skos:Concept,owl:NamedIndividual,Web Services,WS,Web Services,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info429,osgeo-review:Review429,ldapi429-json,https://osgeo.geolexica.org/api/ldapi/429.json,ldapi429-jsonld,https://osgeo.geolexica.org/api/ldapi/429.jsonld,ldapi429-rdfxml,https://osgeo.geolexica.org/api/ldapi/429.rdf,ldapi429-skosrdf,https://osgeo.geolexica.org/api/ldapi/429.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,429
430,osgeo-concept:c430,skos:Concept,owl:NamedIndividual,Web Services Definition Language,WSDL,Web Services Definition Language,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info430,osgeo-review:Review430,ldapi430-json,https://osgeo.geolexica.org/api/ldapi/430.json,ldapi430-jsonld,https://osgeo.geolexica.org/api/ldapi/430.jsonld,ldapi430-rdfxml,https://osgeo.geolexica.org/api/ldapi/430.rdf,ldapi430-skosrdf,https://osgeo.geolexica.org/api/ldapi/430.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,430
431,osgeo-concept:c431,skos:Concept,owl:NamedIndividual,Web-based Distributed Authoring and Versioning,WebDAV,Web-based Distributed Authoring and Versioning,,set of extensions to the Hypertext Transfer Protocol (HTTP) that allows users to edit and manage files collaboratively on remote World Wide Web servers,,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info431,osgeo-review:Review431,ldapi431-json,https://osgeo.geolexica.org/api/ldapi/431.json,ldapi431-jsonld,https://osgeo.geolexica.org/api/ldapi/431.jsonld,ldapi431-rdfxml,https://osgeo.geolexica.org/api/ldapi/431.rdf,ldapi431-skosrdf,https://osgeo.geolexica.org/api/ldapi/431.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,431
432,osgeo-concept:c432,skos:Concept,owl:NamedIndividual,Web3D Consortium,,Web3D Consortium,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info432,osgeo-review:Review432,ldapi432-json,https://osgeo.geolexica.org/api/ldapi/432.json,ldapi432-jsonld,https://osgeo.geolexica.org/api/ldapi/432.jsonld,ldapi432-rdfxml,https://osgeo.geolexica.org/api/ldapi/432.rdf,ldapi432-skosrdf,https://osgeo.geolexica.org/api/ldapi/432.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,432
433,osgeo-concept:c433,skos:Concept,owl:NamedIndividual,Well-Known Binary,WKB,Well-Known Binary,,binary representation of geometries described in the Simple Features for SQL (SFSQL) specification,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info433,osgeo-review:Review433,ldapi433-json,https://osgeo.geolexica.org/api/ldapi/433.json,ldapi433-jsonld,https://osgeo.geolexica.org/api/ldapi/433.jsonld,ldapi433-rdfxml,https://osgeo.geolexica.org/api/ldapi/433.rdf,ldapi433-skosrdf,https://osgeo.geolexica.org/api/ldapi/433.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,433
434,osgeo-concept:c434,skos:Concept,owl:NamedIndividual,Well-Known Text,WKT,Well-Known Text,,text representation of geometries described in the Simple Features for SQL (SFSQL) specification,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info434,osgeo-review:Review434,ldapi434-json,https://osgeo.geolexica.org/api/ldapi/434.json,ldapi434-jsonld,https://osgeo.geolexica.org/api/ldapi/434.jsonld,ldapi434-rdfxml,https://osgeo.geolexica.org/api/ldapi/434.rdf,ldapi434-skosrdf,https://osgeo.geolexica.org/api/ldapi/434.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,434
435,osgeo-concept:c435,skos:Concept,owl:NamedIndividual,Workflow Management Coalition,WfMC,Workflow Management Coalition,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info435,osgeo-review:Review435,ldapi435-json,https://osgeo.geolexica.org/api/ldapi/435.json,ldapi435-jsonld,https://osgeo.geolexica.org/api/ldapi/435.jsonld,ldapi435-rdfxml,https://osgeo.geolexica.org/api/ldapi/435.rdf,ldapi435-skosrdf,https://osgeo.geolexica.org/api/ldapi/435.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,435
436,osgeo-concept:c436,skos:Concept,owl:NamedIndividual,Working Group,WG,Working Group,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info436,osgeo-review:Review436,ldapi436-json,https://osgeo.geolexica.org/api/ldapi/436.json,ldapi436-jsonld,https://osgeo.geolexica.org/api/ldapi/436.jsonld,ldapi436-rdfxml,https://osgeo.geolexica.org/api/ldapi/436.rdf,ldapi436-skosrdf,https://osgeo.geolexica.org/api/ldapi/436.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,436
437,osgeo-concept:c437,skos:Concept,owl:NamedIndividual,workspace,,workspace,,organizational structure for grouping related data,,,,EXAMPLE  GeoServer uses a workspace for related data stores. Other geospatial software store related datasets in a workspace.,,,,,osgeo-info:Info437,osgeo-review:Review437,ldapi437-json,https://osgeo.geolexica.org/api/ldapi/437.json,ldapi437-jsonld,https://osgeo.geolexica.org/api/ldapi/437.jsonld,ldapi437-rdfxml,https://osgeo.geolexica.org/api/ldapi/437.rdf,ldapi437-skosrdf,https://osgeo.geolexica.org/api/ldapi/437.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,437
438,osgeo-concept:c438,skos:Concept,owl:NamedIndividual,World Food Programme,WFP,World Food Programme,,food aid branch of the United Nations,Note to entry:  WFP is the world’s largest humanitarian organization,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info438,osgeo-review:Review438,ldapi438-json,https://osgeo.geolexica.org/api/ldapi/438.json,ldapi438-jsonld,https://osgeo.geolexica.org/api/ldapi/438.jsonld,ldapi438-rdfxml,https://osgeo.geolexica.org/api/ldapi/438.rdf,ldapi438-skosrdf,https://osgeo.geolexica.org/api/ldapi/438.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,438
439,osgeo-concept:c439,skos:Concept,owl:NamedIndividual,World Geodetic System,WGS,World Geodetic System,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info439,osgeo-review:Review439,ldapi439-json,https://osgeo.geolexica.org/api/ldapi/439.json,ldapi439-jsonld,https://osgeo.geolexica.org/api/ldapi/439.jsonld,ldapi439-rdfxml,https://osgeo.geolexica.org/api/ldapi/439.rdf,ldapi439-skosrdf,https://osgeo.geolexica.org/api/ldapi/439.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,439
440,osgeo-concept:c440,skos:Concept,owl:NamedIndividual,World Meteorological Organization,WMO,World Meteorological Organization,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info440,osgeo-review:Review440,ldapi440-json,https://osgeo.geolexica.org/api/ldapi/440.json,ldapi440-jsonld,https://osgeo.geolexica.org/api/ldapi/440.jsonld,ldapi440-rdfxml,https://osgeo.geolexica.org/api/ldapi/440.rdf,ldapi440-skosrdf,https://osgeo.geolexica.org/api/ldapi/440.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,440
441,osgeo-concept:c441,skos:Concept,owl:NamedIndividual,World Wide Web Consortium,W3C,World Wide Web Consortium,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info441,osgeo-review:Review441,ldapi441-json,https://osgeo.geolexica.org/api/ldapi/441.json,ldapi441-jsonld,https://osgeo.geolexica.org/api/ldapi/441.jsonld,ldapi441-rdfxml,https://osgeo.geolexica.org/api/ldapi/441.rdf,ldapi441-skosrdf,https://osgeo.geolexica.org/api/ldapi/441.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,441
