dcterms:identifier,osgeo:termID,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,rdf:type,rdf:type,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasInfo,osgeo:hasReview,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:hasSource,osgeo:example @en,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
393,osgeo-concept:c393,Symbology Encoding,SE,Symbology Encoding,,skos:Concept,owl:NamedIndividual,ldapi393-json,https://osgeo.geolexica.org/api/ldapi/393.json,ldapi393-jsonld,https://osgeo.geolexica.org/api/ldapi/393.jsonld,ldapi393-rdfxml,https://osgeo.geolexica.org/api/ldapi/393.rdf,ldapi393-skosrdf,https://osgeo.geolexica.org/api/ldapi/393.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info393,osgeo-review:Review393,,,,,,,,,preferred,393
394,osgeo-concept:c394,Synthetic Aperture Radar,SAR,Synthetic Aperture Radar,,skos:Concept,owl:NamedIndividual,ldapi394-json,https://osgeo.geolexica.org/api/ldapi/394.json,ldapi394-jsonld,https://osgeo.geolexica.org/api/ldapi/394.jsonld,ldapi394-rdfxml,https://osgeo.geolexica.org/api/ldapi/394.rdf,ldapi394-skosrdf,https://osgeo.geolexica.org/api/ldapi/394.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info394,osgeo-review:Review394,,,,,,,,,preferred,394
395,osgeo-concept:c395,Tagged Image File Format,TIFF,Tagged Image File Format,,skos:Concept,owl:NamedIndividual,ldapi395-json,https://osgeo.geolexica.org/api/ldapi/395.json,ldapi395-jsonld,https://osgeo.geolexica.org/api/ldapi/395.jsonld,ldapi395-rdfxml,https://osgeo.geolexica.org/api/ldapi/395.rdf,ldapi395-skosrdf,https://osgeo.geolexica.org/api/ldapi/395.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info395,osgeo-review:Review395,,,,,,,,,preferred,395
396,osgeo-concept:c396,Taxonomic Data Working Group,TDWG,Taxonomic Data Working Group,,skos:Concept,owl:NamedIndividual,ldapi396-json,https://osgeo.geolexica.org/api/ldapi/396.json,ldapi396-jsonld,https://osgeo.geolexica.org/api/ldapi/396.jsonld,ldapi396-rdfxml,https://osgeo.geolexica.org/api/ldapi/396.rdf,ldapi396-skosrdf,https://osgeo.geolexica.org/api/ldapi/396.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info396,osgeo-review:Review396,,,,,,,,,preferred,396
397,osgeo-concept:c397,Technical Committee,TC,Technical Committee,,skos:Concept,owl:NamedIndividual,ldapi397-json,https://osgeo.geolexica.org/api/ldapi/397.json,ldapi397-jsonld,https://osgeo.geolexica.org/api/ldapi/397.jsonld,ldapi397-rdfxml,https://osgeo.geolexica.org/api/ldapi/397.rdf,ldapi397-skosrdf,https://osgeo.geolexica.org/api/ldapi/397.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info397,osgeo-review:Review397,,,,,,,,,preferred,397
398,osgeo-concept:c398,Technical Committee Policies and Procedures,TC P&P,Technical Committee Policies and Procedures,,skos:Concept,owl:NamedIndividual,ldapi398-json,https://osgeo.geolexica.org/api/ldapi/398.json,ldapi398-jsonld,https://osgeo.geolexica.org/api/ldapi/398.jsonld,ldapi398-rdfxml,https://osgeo.geolexica.org/api/ldapi/398.rdf,ldapi398-skosrdf,https://osgeo.geolexica.org/api/ldapi/398.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info398,osgeo-review:Review398,,,,,,,,,preferred,398
399,osgeo-concept:c399,Test Driven Development.,TDD,Test Driven Development.,,skos:Concept,owl:NamedIndividual,ldapi399-json,https://osgeo.geolexica.org/api/ldapi/399.json,ldapi399-jsonld,https://osgeo.geolexica.org/api/ldapi/399.jsonld,ldapi399-rdfxml,https://osgeo.geolexica.org/api/ldapi/399.rdf,ldapi399-skosrdf,https://osgeo.geolexica.org/api/ldapi/399.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info399,osgeo-review:Review399,,,,,,,,,preferred,399
400,osgeo-concept:c400,"Test, Evaluation, And Measurement Engine",TEAM Engine,"Test, Evaluation, And Measurement Engine",,skos:Concept,owl:NamedIndividual,ldapi400-json,https://osgeo.geolexica.org/api/ldapi/400.json,ldapi400-jsonld,https://osgeo.geolexica.org/api/ldapi/400.jsonld,ldapi400-rdfxml,https://osgeo.geolexica.org/api/ldapi/400.rdf,ldapi400-skosrdf,https://osgeo.geolexica.org/api/ldapi/400.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info400,osgeo-review:Review400,,,,,,,,,preferred,400
401,osgeo-concept:c401,The Council of European Geodetic Surveyors,CLGE,The Council of European Geodetic Surveyors,,skos:Concept,owl:NamedIndividual,ldapi401-json,https://osgeo.geolexica.org/api/ldapi/401.json,ldapi401-jsonld,https://osgeo.geolexica.org/api/ldapi/401.jsonld,ldapi401-rdfxml,https://osgeo.geolexica.org/api/ldapi/401.rdf,ldapi401-skosrdf,https://osgeo.geolexica.org/api/ldapi/401.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info401,osgeo-review:Review401,,,,,,,,,preferred,401
402,osgeo-concept:c402,The Open Source Geospatial Foundation,OSGEO,The Open Source Geospatial Foundation,,skos:Concept,owl:NamedIndividual,ldapi402-json,https://osgeo.geolexica.org/api/ldapi/402.json,ldapi402-jsonld,https://osgeo.geolexica.org/api/ldapi/402.jsonld,ldapi402-rdfxml,https://osgeo.geolexica.org/api/ldapi/402.rdf,ldapi402-skosrdf,https://osgeo.geolexica.org/api/ldapi/402.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info402,osgeo-review:Review402,,,,,,,,,preferred,402
403,osgeo-concept:c403,tileindex,,tileindex,,skos:Concept,owl:NamedIndividual,ldapi403-json,https://osgeo.geolexica.org/api/ldapi/403.json,ldapi403-jsonld,https://osgeo.geolexica.org/api/ldapi/403.jsonld,ldapi403-rdfxml,https://osgeo.geolexica.org/api/ldapi/403.rdf,ldapi403-skosrdf,https://osgeo.geolexica.org/api/ldapi/403.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info403,osgeo-review:Review403,,,,,,,,,preferred,403
404,osgeo-concept:c404,Topologically Integrated Geographic Encoding and Reference,TIGER,Topologically Integrated Geographic Encoding and Reference,,skos:Concept,owl:NamedIndividual,ldapi404-json,https://osgeo.geolexica.org/api/ldapi/404.json,ldapi404-jsonld,https://osgeo.geolexica.org/api/ldapi/404.jsonld,ldapi404-rdfxml,https://osgeo.geolexica.org/api/ldapi/404.rdf,ldapi404-skosrdf,https://osgeo.geolexica.org/api/ldapi/404.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info404,osgeo-review:Review404,,,,,,,,,preferred,404
405,osgeo-concept:c405,Triangulated Irregular Network,TIN,Triangulated Irregular Network,,skos:Concept,owl:NamedIndividual,ldapi405-json,https://osgeo.geolexica.org/api/ldapi/405.json,ldapi405-jsonld,https://osgeo.geolexica.org/api/ldapi/405.jsonld,ldapi405-rdfxml,https://osgeo.geolexica.org/api/ldapi/405.rdf,ldapi405-skosrdf,https://osgeo.geolexica.org/api/ldapi/405.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info405,osgeo-review:Review405,,,,,,,,,preferred,405
406,osgeo-concept:c406,U.S. Geological Survey,USGS,U.S. Geological Survey,,skos:Concept,owl:NamedIndividual,ldapi406-json,https://osgeo.geolexica.org/api/ldapi/406.json,ldapi406-jsonld,https://osgeo.geolexica.org/api/ldapi/406.jsonld,ldapi406-rdfxml,https://osgeo.geolexica.org/api/ldapi/406.rdf,ldapi406-skosrdf,https://osgeo.geolexica.org/api/ldapi/406.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info406,osgeo-review:Review406,,,,,,,,,preferred,406
407,osgeo-concept:c407,UN Environment Programme,UNEP,UN Environment Programme,,skos:Concept,owl:NamedIndividual,ldapi407-json,https://osgeo.geolexica.org/api/ldapi/407.json,ldapi407-jsonld,https://osgeo.geolexica.org/api/ldapi/407.jsonld,ldapi407-rdfxml,https://osgeo.geolexica.org/api/ldapi/407.rdf,ldapi407-skosrdf,https://osgeo.geolexica.org/api/ldapi/407.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info407,osgeo-review:Review407,,,,,,,,,preferred,407
408,osgeo-concept:c408,Unified Modeling Language,UML,Unified Modeling Language,,skos:Concept,owl:NamedIndividual,ldapi408-json,https://osgeo.geolexica.org/api/ldapi/408.json,ldapi408-jsonld,https://osgeo.geolexica.org/api/ldapi/408.jsonld,ldapi408-rdfxml,https://osgeo.geolexica.org/api/ldapi/408.rdf,ldapi408-skosrdf,https://osgeo.geolexica.org/api/ldapi/408.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info408,osgeo-review:Review408,,,,,,,,,preferred,408
409,osgeo-concept:c409,Uniform Resource Locator,URL,Uniform Resource Locator,,skos:Concept,owl:NamedIndividual,ldapi409-json,https://osgeo.geolexica.org/api/ldapi/409.json,ldapi409-jsonld,https://osgeo.geolexica.org/api/ldapi/409.jsonld,ldapi409-rdfxml,https://osgeo.geolexica.org/api/ldapi/409.rdf,ldapi409-skosrdf,https://osgeo.geolexica.org/api/ldapi/409.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info409,osgeo-review:Review409,,,,,,,,,preferred,409
410,osgeo-concept:c410,United Nations Global Geospatial Information Management,UN-GGIM,United Nations Global Geospatial Information Management,,skos:Concept,owl:NamedIndividual,ldapi410-json,https://osgeo.geolexica.org/api/ldapi/410.json,ldapi410-jsonld,https://osgeo.geolexica.org/api/ldapi/410.jsonld,ldapi410-rdfxml,https://osgeo.geolexica.org/api/ldapi/410.rdf,ldapi410-skosrdf,https://osgeo.geolexica.org/api/ldapi/410.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info410,osgeo-review:Review410,,,,,,,,,preferred,410
411,osgeo-concept:c411,United Nations Office for the Coordination of Humanitarian Affairs,OCHA,United Nations Office for the Coordination of Humanitarian Affairs,,skos:Concept,owl:NamedIndividual,ldapi411-json,https://osgeo.geolexica.org/api/ldapi/411.json,ldapi411-jsonld,https://osgeo.geolexica.org/api/ldapi/411.jsonld,ldapi411-rdfxml,https://osgeo.geolexica.org/api/ldapi/411.rdf,ldapi411-skosrdf,https://osgeo.geolexica.org/api/ldapi/411.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info411,osgeo-review:Review411,,,,,,,,,preferred,411
412,osgeo-concept:c412,United States Geospatial Intelligence Foundation,USGIF,United States Geospatial Intelligence Foundation,,skos:Concept,owl:NamedIndividual,ldapi412-json,https://osgeo.geolexica.org/api/ldapi/412.json,ldapi412-jsonld,https://osgeo.geolexica.org/api/ldapi/412.jsonld,ldapi412-rdfxml,https://osgeo.geolexica.org/api/ldapi/412.rdf,ldapi412-skosrdf,https://osgeo.geolexica.org/api/ldapi/412.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info412,osgeo-review:Review412,,,,,,,,,preferred,412
413,osgeo-concept:c413,Univ DWG,,Univ DWG,,skos:Concept,owl:NamedIndividual,ldapi413-json,https://osgeo.geolexica.org/api/ldapi/413.json,ldapi413-jsonld,https://osgeo.geolexica.org/api/ldapi/413.jsonld,ldapi413-rdfxml,https://osgeo.geolexica.org/api/ldapi/413.rdf,ldapi413-skosrdf,https://osgeo.geolexica.org/api/ldapi/413.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info413,osgeo-review:Review413,,,,,,,,,preferred,413
414,osgeo-concept:c414,"Universal Description, Discovery, and Integration",UDDI,"Universal Description, Discovery, and Integration",,skos:Concept,owl:NamedIndividual,ldapi414-json,https://osgeo.geolexica.org/api/ldapi/414.json,ldapi414-jsonld,https://osgeo.geolexica.org/api/ldapi/414.jsonld,ldapi414-rdfxml,https://osgeo.geolexica.org/api/ldapi/414.rdf,ldapi414-skosrdf,https://osgeo.geolexica.org/api/ldapi/414.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info414,osgeo-review:Review414,,,,,,,,,preferred,414
415,osgeo-concept:c415,Universally Unique Identifier,UUID,Universally Unique Identifier,,skos:Concept,owl:NamedIndividual,ldapi415-json,https://osgeo.geolexica.org/api/ldapi/415.json,ldapi415-jsonld,https://osgeo.geolexica.org/api/ldapi/415.jsonld,ldapi415-rdfxml,https://osgeo.geolexica.org/api/ldapi/415.rdf,ldapi415-skosrdf,https://osgeo.geolexica.org/api/ldapi/415.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info415,osgeo-review:Review415,,,,,,,,,preferred,415
416,osgeo-concept:c416,University Corporation for Atmospheric Research,UCAR,University Corporation for Atmospheric Research,,skos:Concept,owl:NamedIndividual,ldapi416-json,https://osgeo.geolexica.org/api/ldapi/416.json,ldapi416-jsonld,https://osgeo.geolexica.org/api/ldapi/416.jsonld,ldapi416-rdfxml,https://osgeo.geolexica.org/api/ldapi/416.rdf,ldapi416-skosrdf,https://osgeo.geolexica.org/api/ldapi/416.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info416,osgeo-review:Review416,,,,,,,,,preferred,416
417,osgeo-concept:c417,Unmanned Aerial Vehicle,UAV,Unmanned Aerial Vehicle,,skos:Concept,owl:NamedIndividual,ldapi417-json,https://osgeo.geolexica.org/api/ldapi/417.json,ldapi417-jsonld,https://osgeo.geolexica.org/api/ldapi/417.jsonld,ldapi417-rdfxml,https://osgeo.geolexica.org/api/ldapi/417.rdf,ldapi417-skosrdf,https://osgeo.geolexica.org/api/ldapi/417.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info417,osgeo-review:Review417,,,,,,,,,preferred,417
418,osgeo-concept:c418,Vector,,Vector,,skos:Concept,owl:NamedIndividual,ldapi418-json,https://osgeo.geolexica.org/api/ldapi/418.json,ldapi418-jsonld,https://osgeo.geolexica.org/api/ldapi/418.jsonld,ldapi418-rdfxml,https://osgeo.geolexica.org/api/ldapi/418.rdf,ldapi418-skosrdf,https://osgeo.geolexica.org/api/ldapi/418.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info418,osgeo-review:Review418,,,,,,,,,preferred,418
419,osgeo-concept:c419,Vector Layer,,Vector Layer,,skos:Concept,owl:NamedIndividual,ldapi419-json,https://osgeo.geolexica.org/api/ldapi/419.json,ldapi419-jsonld,https://osgeo.geolexica.org/api/ldapi/419.jsonld,ldapi419-rdfxml,https://osgeo.geolexica.org/api/ldapi/419.rdf,ldapi419-skosrdf,https://osgeo.geolexica.org/api/ldapi/419.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info419,osgeo-review:Review419,,,,,,,,,preferred,419
420,osgeo-concept:c420,Vector Product Format,VPF,Vector Product Format,,skos:Concept,owl:NamedIndividual,ldapi420-json,https://osgeo.geolexica.org/api/ldapi/420.json,ldapi420-jsonld,https://osgeo.geolexica.org/api/ldapi/420.jsonld,ldapi420-rdfxml,https://osgeo.geolexica.org/api/ldapi/420.rdf,ldapi420-skosrdf,https://osgeo.geolexica.org/api/ldapi/420.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info420,osgeo-review:Review420,,,,,,,,,preferred,420
421,osgeo-concept:c421,Virtual Reality,VR,Virtual Reality,,skos:Concept,owl:NamedIndividual,ldapi421-json,https://osgeo.geolexica.org/api/ldapi/421.json,ldapi421-jsonld,https://osgeo.geolexica.org/api/ldapi/421.jsonld,ldapi421-rdfxml,https://osgeo.geolexica.org/api/ldapi/421.rdf,ldapi421-skosrdf,https://osgeo.geolexica.org/api/ldapi/421.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info421,osgeo-review:Review421,,,,,,,,,preferred,421
422,osgeo-concept:c422,Volunteered Geographic Information,VGI,Volunteered Geographic Information,,skos:Concept,owl:NamedIndividual,ldapi422-json,https://osgeo.geolexica.org/api/ldapi/422.json,ldapi422-jsonld,https://osgeo.geolexica.org/api/ldapi/422.jsonld,ldapi422-rdfxml,https://osgeo.geolexica.org/api/ldapi/422.rdf,ldapi422-skosrdf,https://osgeo.geolexica.org/api/ldapi/422.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info422,osgeo-review:Review422,,,,,,,,,preferred,422
423,osgeo-concept:c423,"Wales Institute of Social & Economic Research, Data & Methods",WISERD,"Wales Institute of Social & Economic Research, Data & Methods",,skos:Concept,owl:NamedIndividual,ldapi423-json,https://osgeo.geolexica.org/api/ldapi/423.json,ldapi423-jsonld,https://osgeo.geolexica.org/api/ldapi/423.jsonld,ldapi423-rdfxml,https://osgeo.geolexica.org/api/ldapi/423.rdf,ldapi423-skosrdf,https://osgeo.geolexica.org/api/ldapi/423.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info423,osgeo-review:Review423,,,,,,,,,preferred,423
424,osgeo-concept:c424,Water Observation Information System,WOIS,Water Observation Information System,,skos:Concept,owl:NamedIndividual,ldapi424-json,https://osgeo.geolexica.org/api/ldapi/424.json,ldapi424-jsonld,https://osgeo.geolexica.org/api/ldapi/424.jsonld,ldapi424-rdfxml,https://osgeo.geolexica.org/api/ldapi/424.rdf,ldapi424-skosrdf,https://osgeo.geolexica.org/api/ldapi/424.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info424,osgeo-review:Review424,,,,,,,,,preferred,424
425,osgeo-concept:c425,WaterML 2.0,,WaterML 2.0,,skos:Concept,owl:NamedIndividual,ldapi425-json,https://osgeo.geolexica.org/api/ldapi/425.json,ldapi425-jsonld,https://osgeo.geolexica.org/api/ldapi/425.jsonld,ldapi425-rdfxml,https://osgeo.geolexica.org/api/ldapi/425.rdf,ldapi425-skosrdf,https://osgeo.geolexica.org/api/ldapi/425.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info425,osgeo-review:Review425,,,,,,,,,preferred,425
426,osgeo-concept:c426,Web Coverage Service,WCS,Web Coverage Service,,skos:Concept,owl:NamedIndividual,ldapi426-json,https://osgeo.geolexica.org/api/ldapi/426.json,ldapi426-jsonld,https://osgeo.geolexica.org/api/ldapi/426.jsonld,ldapi426-rdfxml,https://osgeo.geolexica.org/api/ldapi/426.rdf,ldapi426-skosrdf,https://osgeo.geolexica.org/api/ldapi/426.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info426,osgeo-review:Review426,,,,,,,,,preferred,426
427,osgeo-concept:c427,Web Mapping Testbed,WMT,Web Mapping Testbed,,skos:Concept,owl:NamedIndividual,ldapi427-json,https://osgeo.geolexica.org/api/ldapi/427.json,ldapi427-jsonld,https://osgeo.geolexica.org/api/ldapi/427.jsonld,ldapi427-rdfxml,https://osgeo.geolexica.org/api/ldapi/427.rdf,ldapi427-skosrdf,https://osgeo.geolexica.org/api/ldapi/427.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info427,osgeo-review:Review427,,,,,,,,,preferred,427
428,osgeo-concept:c428,Web Processing Service,WPS,Web Processing Service,,skos:Concept,owl:NamedIndividual,ldapi428-json,https://osgeo.geolexica.org/api/ldapi/428.json,ldapi428-jsonld,https://osgeo.geolexica.org/api/ldapi/428.jsonld,ldapi428-rdfxml,https://osgeo.geolexica.org/api/ldapi/428.rdf,ldapi428-skosrdf,https://osgeo.geolexica.org/api/ldapi/428.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info428,osgeo-review:Review428,,,,,,,,,preferred,428
429,osgeo-concept:c429,Web Services,WS,Web Services,,skos:Concept,owl:NamedIndividual,ldapi429-json,https://osgeo.geolexica.org/api/ldapi/429.json,ldapi429-jsonld,https://osgeo.geolexica.org/api/ldapi/429.jsonld,ldapi429-rdfxml,https://osgeo.geolexica.org/api/ldapi/429.rdf,ldapi429-skosrdf,https://osgeo.geolexica.org/api/ldapi/429.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info429,osgeo-review:Review429,,,,,,,,,preferred,429
430,osgeo-concept:c430,Web Services Definition Language,WSDL,Web Services Definition Language,,skos:Concept,owl:NamedIndividual,ldapi430-json,https://osgeo.geolexica.org/api/ldapi/430.json,ldapi430-jsonld,https://osgeo.geolexica.org/api/ldapi/430.jsonld,ldapi430-rdfxml,https://osgeo.geolexica.org/api/ldapi/430.rdf,ldapi430-skosrdf,https://osgeo.geolexica.org/api/ldapi/430.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info430,osgeo-review:Review430,,,,,,,,,preferred,430
431,osgeo-concept:c431,Web-based Distributed Authoring and Versioning,WebDAV,Web-based Distributed Authoring and Versioning,,skos:Concept,owl:NamedIndividual,ldapi431-json,https://osgeo.geolexica.org/api/ldapi/431.json,ldapi431-jsonld,https://osgeo.geolexica.org/api/ldapi/431.jsonld,ldapi431-rdfxml,https://osgeo.geolexica.org/api/ldapi/431.rdf,ldapi431-skosrdf,https://osgeo.geolexica.org/api/ldapi/431.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info431,osgeo-review:Review431,,,,,,,,,preferred,431
432,osgeo-concept:c432,Web3D Consortium,,Web3D Consortium,,skos:Concept,owl:NamedIndividual,ldapi432-json,https://osgeo.geolexica.org/api/ldapi/432.json,ldapi432-jsonld,https://osgeo.geolexica.org/api/ldapi/432.jsonld,ldapi432-rdfxml,https://osgeo.geolexica.org/api/ldapi/432.rdf,ldapi432-skosrdf,https://osgeo.geolexica.org/api/ldapi/432.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info432,osgeo-review:Review432,,,,,,,,,preferred,432
433,osgeo-concept:c433,Well-Known Binary,WKB,Well-Known Binary,,skos:Concept,owl:NamedIndividual,ldapi433-json,https://osgeo.geolexica.org/api/ldapi/433.json,ldapi433-jsonld,https://osgeo.geolexica.org/api/ldapi/433.jsonld,ldapi433-rdfxml,https://osgeo.geolexica.org/api/ldapi/433.rdf,ldapi433-skosrdf,https://osgeo.geolexica.org/api/ldapi/433.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info433,osgeo-review:Review433,,,,,,,,,preferred,433
434,osgeo-concept:c434,Well-Known Text,WKT,Well-Known Text,,skos:Concept,owl:NamedIndividual,ldapi434-json,https://osgeo.geolexica.org/api/ldapi/434.json,ldapi434-jsonld,https://osgeo.geolexica.org/api/ldapi/434.jsonld,ldapi434-rdfxml,https://osgeo.geolexica.org/api/ldapi/434.rdf,ldapi434-skosrdf,https://osgeo.geolexica.org/api/ldapi/434.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info434,osgeo-review:Review434,,,,,,,,,preferred,434
435,osgeo-concept:c435,Workflow Management Coalition,WfMC,Workflow Management Coalition,,skos:Concept,owl:NamedIndividual,ldapi435-json,https://osgeo.geolexica.org/api/ldapi/435.json,ldapi435-jsonld,https://osgeo.geolexica.org/api/ldapi/435.jsonld,ldapi435-rdfxml,https://osgeo.geolexica.org/api/ldapi/435.rdf,ldapi435-skosrdf,https://osgeo.geolexica.org/api/ldapi/435.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info435,osgeo-review:Review435,,,,,,,,,preferred,435
436,osgeo-concept:c436,Working Group,WG,Working Group,,skos:Concept,owl:NamedIndividual,ldapi436-json,https://osgeo.geolexica.org/api/ldapi/436.json,ldapi436-jsonld,https://osgeo.geolexica.org/api/ldapi/436.jsonld,ldapi436-rdfxml,https://osgeo.geolexica.org/api/ldapi/436.rdf,ldapi436-skosrdf,https://osgeo.geolexica.org/api/ldapi/436.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info436,osgeo-review:Review436,,,,,,,,,preferred,436
437,osgeo-concept:c437,workspace,,workspace,,skos:Concept,owl:NamedIndividual,ldapi437-json,https://osgeo.geolexica.org/api/ldapi/437.json,ldapi437-jsonld,https://osgeo.geolexica.org/api/ldapi/437.jsonld,ldapi437-rdfxml,https://osgeo.geolexica.org/api/ldapi/437.rdf,ldapi437-skosrdf,https://osgeo.geolexica.org/api/ldapi/437.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info437,osgeo-review:Review437,,,,,,,,,preferred,437
438,osgeo-concept:c438,World Food Programme,WFP,World Food Programme,,skos:Concept,owl:NamedIndividual,ldapi438-json,https://osgeo.geolexica.org/api/ldapi/438.json,ldapi438-jsonld,https://osgeo.geolexica.org/api/ldapi/438.jsonld,ldapi438-rdfxml,https://osgeo.geolexica.org/api/ldapi/438.rdf,ldapi438-skosrdf,https://osgeo.geolexica.org/api/ldapi/438.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info438,osgeo-review:Review438,,,,,,,,,preferred,438
